"","ALLIANZ.HLDG.","COMMERZBANK","DRESDNER.BANK","BMW","SCHERING","BASF","BAYER","BAYERISCHE.VBK.","BAYER.HYPBK.","DEGUSSA","DEUTSCHE.BANK","CONTINENTAL","VOLKSWAGEN","DAIMLER.BENZ","HOECHST","SIEMENS","KARSTADT","LINDE","THYSSEN","MANNESMANN","MAN","RWE","INDEX"
"1982-03-09",242.65,113.62,13.33,142.56,25.5,12.92,11.6,24.63,15.47,196.08,24.35,4.81,138.36,20.84,11.5,20.94,179.51,247.76,86.34,129.67,192.46,14.13,519.83
"1982-03-10",243.18,115.3,13.42,142.89,25.68,12.95,11.64,24.85,15.67,196.88,24.55,4.75,138.54,20.84,11.5,21.15,180.28,247.11,85.75,131.98,192.94,14.36,522.01
"1982-03-11",245.84,114.9,13.53,140.92,25.76,12.87,11.58,24.85,15.79,195.42,24.78,4.67,137.13,20.77,11.48,21.03,180.75,246.17,84.77,133.36,186.68,14.24,519.16
"1982-03-12",245.57,113.7,13.43,140.05,25.5,12.83,11.59,24.67,15.56,195.02,24.69,4.75,136.37,20.56,11.53,21.01,181.7,244.19,84.46,133.48,188.13,14.21,516.85
"1982-03-15",244.78,113.45,13.37,141.12,25.32,12.83,11.6,24.56,15.83,193.01,24.68,4.8,138.45,20.46,11.51,20.62,180.28,243.64,84.67,132.27,188.43,14.17,514.4
"1982-03-16",244.24,113.85,13.49,141.12,25.37,12.89,11.65,24.72,16.07,193.67,24.7,4.88,138.07,20.38,11.54,20.6,182.18,243.54,84.95,131.89,188.43,14.22,515.79
"1982-03-17",241.86,115.05,13.59,141.57,25.38,13.02,11.76,25.02,16.46,195.27,24.79,4.97,138.07,20.24,11.66,20.71,182.18,242.2,84.46,132.09,189.57,14.31,518.02
"1982-03-18",241.32,115.56,13.68,140.59,25.37,13.01,11.76,25.18,16.58,195.68,24.79,4.87,136.96,20.34,11.65,20.45,181.7,242.2,84.09,131.17,190.53,14.3,516.98
"1982-03-19",243.71,116.43,14.04,141.57,25.4,13.12,11.86,25.18,16.54,196.48,24.97,4.84,138.25,20.48,11.77,19.74,182.65,243.39,84.09,131.72,191.97,14.45,522.15
"1982-03-22",245.31,117.71,14.25,140.92,25.44,13.26,12.03,25.29,16.7,196.88,25.12,4.86,138.71,20.48,11.95,19.89,184.55,245.13,84.77,133.19,193.42,14.53,525.67
"1982-03-23",246.9,119.65,14.26,140.92,25.54,13.31,12.15,25.2,17.1,197.28,25.19,4.94,139.3,20.73,12.1,20.14,185.97,246.96,85.07,134.74,196.31,14.74,528.25
"1982-03-24",244.24,119.32,14.21,139.81,25.37,13.21,12.19,25.24,16.82,196.48,25.05,5.02,138.07,20.59,12.06,20.14,184.07,244.98,85.17,134.4,194.38,14.63,525.75
"1982-03-25",242.12,118.12,14.04,138.94,25.24,13.18,12.1,25.11,16.78,195.68,24.87,4.97,135.82,20.48,12.04,20.24,182.18,241.01,85.75,133.94,191.97,14.51,523.22
"1982-03-26",241.06,118.12,13.96,138.08,25.09,13.26,12.14,25.14,16.9,195.27,24.91,4.96,134.62,20.45,12.09,20.31,181.23,241.41,86.83,136.24,190.53,14.57,524.86
"1982-03-29",242.12,118.04,13.93,137.63,25.03,13.22,12.15,25.18,16.82,193.82,25.09,4.99,132.92,20.38,12.01,20.35,179.33,239.97,85.44,135.78,186.2,14.55,522.74
"1982-03-30",241.59,119,13.98,138.29,25.09,13.23,12.2,25.2,16.94,193.67,25.14,4.91,133.48,20.2,12.06,20.52,180.28,239.67,87.42,136.33,188.61,14.6,525.51
"1982-03-31",243.18,118.92,13.82,138.29,24.94,13.2,12.21,25.33,16.71,191.26,25.05,4.9,133.86,20.1,12.07,20.53,180.28,239.82,88.31,137.62,187.64,14.68,525.67
"1982-04-01",243.18,119.72,14.08,139.93,25.02,13.26,12.33,25.59,16.78,187.24,25.1,4.89,133.77,20.24,12.1,20.6,180.28,240.61,89.51,139.18,187.64,14.7,530.36
"1982-04-02",244.24,121.41,14.4,140.46,24.93,13.33,12.5,25.55,16.98,175.59,25.32,5.11,134.5,20.3,12.27,20.63,182.18,240.61,90.19,141.02,188.43,14.83,531.16
"1982-04-05",247.96,123.74,14.66,139.27,24.88,13.46,12.54,25.63,17.14,177.59,25.59,5.23,134.79,20.27,12.29,20.94,182.18,241.26,90.19,141.02,187.16,14.9,532.94
"1982-04-06",248.49,123.89,14.68,137.96,24.76,13.36,12.46,25.63,17.1,180.01,25.63,5.13,132.92,20.12,12.26,20.8,181.7,239.17,89.11,138.89,185.72,14.7,530.03
"1982-04-07",247.43,121.48,14.42,137.3,24.8,13.31,12.44,25.68,16.77,180.41,25.62,5.11,132.92,20.03,12.1,20.57,179.33,237.58,88.22,138.26,184.94,14.61,527.21
"1982-04-08",245.31,123.19,14.68,138.08,24.97,13.39,12.48,25.68,16.98,181.61,25.81,5.13,135.55,19.99,12.1,20.73,180.46,237.04,89.02,139.18,185.24,14.66,528.27
"1982-04-09",245.31,123.19,14.68,138.08,24.97,13.39,12.48,25.68,16.98,181.61,25.81,5.13,135.55,19.99,12.1,20.73,180.46,237.04,89.02,139.18,185.24,14.66,528.27
"1982-04-12",245.31,123.19,14.68,138.08,24.97,13.39,12.48,25.68,16.98,181.61,25.81,5.13,135.55,19.99,12.1,20.73,180.46,237.04,89.02,139.18,185.24,14.66,528.27
"1982-04-13",247.43,124.54,14.97,137.63,25.02,13.46,12.55,25.74,17.1,183.22,25.93,5.22,135.55,20.03,12.25,21.01,179.8,236.72,89.88,140.48,182.83,14.7,529.28
"1982-04-14",249.55,122.54,14.84,136.65,24.88,13.55,12.55,25.63,17.06,181.61,25.8,5.16,134.03,19.04,12.32,20.84,178.38,233.22,89.2,138.89,181.39,14.76,523.97
"1982-04-15",249.55,120.53,14.48,134.02,24.66,13.41,12.36,25.42,16.54,180.81,25.59,5,132.54,19.53,12.26,20.48,178.38,228.7,87.14,136.88,180.04,14.67,517.65
"1982-04-16",247.7,121.33,14.57,135.33,24.31,13.36,12.38,25.5,16.58,178.8,25.68,5.02,133.86,19.67,12.26,20.58,178.85,226.72,86.92,136.79,176.1,14.68,519.45
"1982-04-19",247.96,120.45,14.55,135.99,24.23,13.39,12.4,25.28,16.54,176.14,25.6,5.01,133.57,19.64,12.33,20.52,179.33,225.52,87.42,136.24,176.1,14.61,519.54
"1982-04-20",247.17,122.94,14.71,137.96,24.18,13.44,12.49,25.5,16.82,180.66,25.86,5.15,134.62,19.74,12.45,20.62,179.33,228.06,87.42,136.41,180.43,14.67,525.04
"1982-04-21",249.55,122.86,14.8,138.29,24.22,13.46,12.45,25.37,16.78,180.81,25.84,5.1,136.02,19.92,12.48,20.65,179.33,224.73,85.07,135.49,180.91,14.66,525.96
"1982-04-22",251.15,122.54,14.84,138.94,24.5,13.56,12.53,25.63,17.02,179.6,25.81,5.15,139.01,20.13,12.5,20.65,180.28,225.52,84.27,135.95,179.47,14.66,525.87
"1982-04-23",253.8,122.94,14.88,139.07,24.62,13.53,12.48,25.77,17.1,179.6,25.8,5.14,140.32,20.19,12.43,20.68,182.18,228.3,85.07,136.88,178.98,14.64,528.26
"1982-04-26",254.33,122.54,14.89,138.29,24.36,13.55,12.46,26.2,17.14,171.17,25.78,5.34,140.88,20.24,12.49,20.63,182.65,228.7,84.27,136.24,176.1,14.64,525.87
"1982-04-27",254.33,120.28,14.68,134.67,24.05,13.31,12.32,25.77,16.7,168.75,25.55,5.23,138.07,20.2,12.4,20.29,180.75,226.07,82.8,134.11,173.69,14.48,521.55
"1982-04-28",253.01,119.57,14.61,136.65,24.31,13.33,12.31,26.07,16.9,169.16,25.57,5.37,138.25,20.24,12.31,20.34,179.8,225.92,82.89,134.86,176.58,14.57,520.26
"1982-04-29",253.01,119.25,14.54,135.99,24.4,13.27,12.31,26.12,16.78,167.95,25.66,5.36,136.75,20.13,12.33,20.31,179.8,226.32,82.61,134.57,177.06,14.44,520.82
"1982-04-30",253.01,119.72,14.65,135.66,24.31,13.27,12.3,25.99,16.78,167.55,25.72,5.36,135.73,20.08,12.3,20.13,178.85,222.89,82.3,133.65,176.58,14.44,518.19
"1982-05-03",253.01,119.72,14.65,135.66,24.31,13.27,12.3,25.99,16.78,167.55,25.72,5.36,135.73,20.08,12.3,20.13,178.85,222.89,82.3,133.65,176.58,14.44,518.27
"1982-05-04",253.27,119.97,14.82,132.83,24.49,13.29,12.42,24.8,16.85,166.75,25.77,5.44,135.44,20.13,12.3,20.24,179.33,222.5,83.29,133.56,178.5,14.37,518.66
"1982-05-05",249.55,119.32,14.76,130.73,24.4,13.2,12.32,24.85,16.94,167.07,25.63,5.32,135.55,20.1,12.23,20.11,178.56,222.35,82.3,133.19,179.47,14.32,515.48
"1982-05-06",251.94,118.52,14.8,131.72,24.53,13.18,12.37,24.83,16.94,168.91,25.75,5.37,137.13,20.13,12.23,20.52,178.85,222.1,82.89,133.1,178.02,14.43,516.48
"1982-05-07",252.74,117.79,14.66,133.24,24.49,13.08,12.3,24.58,16.9,168.75,25.71,5.18,138.54,20.1,12.18,20.52,182.18,220.04,82.61,131.81,178.5,14.43,514.15
"1982-05-10",252.74,115.71,14.31,133.03,24.27,13,12.06,24.32,16.85,167.15,25.41,4.91,136.02,19.67,12.04,20.3,180.28,215.35,81.41,129.13,176.58,14.36,506.17
"1982-05-11",252.21,114.9,14.18,135.33,24.31,13,12.05,24.41,16.94,168.68,25.27,4.99,136.67,19.72,12.02,20.31,180.28,218.77,81.22,129.96,176.1,14.37,509.59
"1982-05-12",250.62,115.71,14.21,135.66,24.27,12.58,12,24.32,17.1,168.75,25.32,4.97,139.01,19.71,11.82,20.47,180.28,212.82,82.3,129.04,177.54,14.33,509.01
"1982-05-13",250.62,114.9,14.08,134.8,24.22,12.52,11.99,24.19,16.98,168.68,25.2,4.87,139.01,19.55,11.75,20.34,180.28,211.23,82.49,129.13,178.98,14.33,506.77
"1982-05-14",249.82,115.78,14.17,135,24.36,12.64,12.03,24.37,16.94,169.71,25.5,4.84,139.65,19.53,11.8,20.41,181.23,214.41,83.6,128.95,181.39,14.41,510.21
"1982-05-17",250.62,116.99,13.77,135.33,24.38,12.64,12.05,24.5,16.93,171.17,25.6,4.84,141.81,19.75,11.77,20.4,180.93,216.79,84.27,129.5,180.91,14.5,512
"1982-05-18",249.55,115.71,13.6,134.14,24.22,12.42,11.91,24.19,16.86,171.89,25.5,4.75,141.52,19.57,11.73,20.2,180.84,217.19,82.61,129.42,177.06,14.37,508.73
"1982-05-19",249.55,115.15,13.5,134.35,24.14,12.35,11.87,24.22,16.71,172.77,24.37,4.75,143.04,19.6,11.75,20.31,181.23,217.34,83.29,129.96,178.98,14.32,508.63
"1982-05-20",249.55,115.15,13.5,134.35,24.14,12.35,11.87,24.22,16.71,172.77,24.37,4.75,143.04,19.6,11.75,20.31,181.23,217.34,83.29,129.96,178.98,14.32,508.63
"1982-05-21",248.23,114.17,13.51,134.8,24.09,12.33,11.82,24.13,16.38,174.38,24.31,4.67,142.28,19.43,11.76,20.29,180.84,218.38,82.49,129.67,177.06,14.25,506.57
"1982-05-24",249.55,114.25,13.5,135,24.05,12.28,11.82,24.15,16.63,174.78,24.32,4.57,142.28,19.38,11.72,20.34,181.23,217.58,82.61,129.67,177.06,14.2,507.51
"1982-05-25",250.09,115.23,13.63,136.32,24.18,12.43,11.86,24.15,16.74,173.98,24.4,4.67,143.22,19.57,11.82,20.48,181.7,220.36,82.98,131.81,178.98,14.25,510.06
"1982-05-26",249.55,115.71,13.72,135.33,24.18,12.47,11.86,24.23,16.82,174.38,24.49,4.75,143.39,19.74,11.89,20.52,188.82,225.92,82.98,132.73,178.98,14.25,510.43
"1982-05-27",249.82,115.71,13.64,134.14,24.18,12.37,11.84,24.15,16.74,172.77,24.51,4.73,142.58,19.74,11.84,20.38,189.2,224.73,82.21,132.73,178.02,14.27,509.26
"1982-05-28",247.43,115.86,13.58,135.99,24.27,12.45,11.78,24.1,16.74,173.17,24.46,4.69,143.98,20.09,11.89,20.47,192.61,221.55,82.61,131.81,180.73,14.26,512.21
"1982-05-31",247.43,115.86,13.58,135.99,24.27,12.45,11.78,24.1,16.74,173.17,24.46,4.69,143.98,20.09,11.89,20.47,192.61,221.55,82.61,131.81,180.73,14.26,512.21
"1982-06-01",247.17,116.11,13.46,136.58,24.4,12.47,11.86,24.06,16.94,175.18,24.42,4.7,143.31,20.22,11.91,20.41,200.97,223.94,82.61,132.27,181.39,14.31,512.82
"1982-06-02",247.43,115.23,13.37,135.21,24.36,12.48,11.76,24.06,16.8,174.38,24.26,4.67,142.28,20.22,11.86,20.3,192.61,223.07,81.99,132.18,179.95,14.35,510.56
"1982-06-03",247.43,114.98,13.35,134.67,24.4,12.47,11.65,24.02,16.93,174.78,24.19,4.7,141.9,20.26,11.81,20.24,194.51,220.36,81.81,131.81,179.16,14.23,510.06
"1982-06-04",246.9,114.02,13.31,135,24.4,12.44,11.64,23.93,16.79,175.18,24.12,4.75,141.52,20.27,11.87,20.18,195.46,219.97,81.62,131.81,180.43,14.18,510.67
"1982-06-07",245.84,112.57,13.01,133.69,24.22,12.19,11.46,23.71,16.54,171.17,23.98,4.62,139.47,19.96,11.72,19.88,191.19,216.79,80.52,130.71,177.54,14.11,504
"1982-06-08",244.24,112.17,13.1,135.66,24.22,12.26,11.52,23.67,16.54,172.77,24.03,4.56,138.71,20.15,11.72,19.98,190.89,216.39,81.32,130.88,177.54,14.08,505.84
"1982-06-09",245.04,112.09,13.01,135.33,24.31,12.18,11.47,23.4,16.46,172.77,23.99,4.51,138.07,20.17,10.77,19.92,190.24,216.71,81.9,130.42,177.06,14.07,503.63
"1982-06-10",245.04,112.09,13.01,135.33,24.31,12.18,11.47,23.4,16.46,172.77,23.99,4.51,138.07,20.17,10.77,19.92,190.24,216.71,81.9,130.42,177.06,14.07,503.63
"1982-06-11",244.78,113.45,13.19,136.52,24.53,12.29,11.52,23.62,16.74,172.77,24.23,4.5,137.6,20.24,10.82,19.94,191.66,222.35,82.61,131.35,176.58,14.09,505.18
"1982-06-14",245.31,113.3,13.16,134.02,24.4,12.22,11.56,23.62,16.86,171.97,24.24,4.45,136.84,20.25,10.83,19.92,191.19,219.17,82.3,131.06,175.62,14.06,504.13
"1982-06-15",246.63,113.14,13.19,133.89,24.36,12.19,11.56,23.8,16.98,171.97,24.42,4.41,136.67,20.26,10.83,19.95,193.56,221.55,82.3,130.88,176.1,14.11,504.75
"1982-06-16",244.24,111.76,13.19,134.02,24.31,12.14,11.52,23.75,16.9,171.97,24.33,4.36,137.78,20.48,10.84,19.88,192.61,219.57,82.21,130.42,176.1,14.14,503.26
"1982-06-17",244.24,111.76,13.19,134.02,24.31,12.14,11.52,23.75,16.9,171.97,24.33,4.36,137.78,20.48,10.84,19.88,192.61,219.57,82.21,130.42,176.1,14.14,503.26
"1982-06-18",243.71,111.44,13.03,132.58,24.22,11.99,11.39,23.69,16.54,171.17,24.06,4.28,134.97,20.31,10.77,19.69,193.09,217.58,80.92,130.14,175.14,14.03,497.62
"1982-06-21",242.65,109.28,12.79,131.39,23.96,11.65,11.22,23.49,16.38,169.56,23.78,4.17,132.45,20.1,10.64,19.37,190.24,218.38,80.64,128.03,174.17,14.04,492.35
"1982-06-22",242.65,109.28,12.7,131.39,23.96,11.79,11.27,23.49,16.34,167.55,23.66,4.27,132.45,20.41,10.67,19.46,190.72,217.98,81.41,128.95,173.03,14.04,494.28
"1982-06-23",241.06,108.62,12.61,131.72,23.98,11.73,11.22,23.4,16.34,165.94,23.52,4.32,131.69,20.27,10.65,19.43,192.14,221.4,81.32,127.66,172.91,14.05,491.77
"1982-06-24",241.06,108.62,12.67,132.37,24.14,11.69,10.32,23.49,16.42,166.34,23.63,4.49,132.54,20.44,10.7,19.6,191.66,221.4,84.27,128.12,172.82,14.03,495.4
"1982-06-25",241.06,108.55,12.43,133.36,24.22,10.81,10.43,23.36,16.34,166.34,23.65,4.54,133.39,20.52,10.63,19.74,192.61,222.35,85.26,128.41,173.03,14.05,497.48
"1982-06-28",240.79,108.07,12.26,133.24,24.31,10.91,10.53,23.32,16.26,167.55,23.56,4.46,131.99,20.48,10.72,19.84,196.41,222.35,84.37,128.67,171.77,14.15,497.9
"1982-06-29",241.59,108.88,12.3,133.36,24.62,11.17,10.81,23.32,16.23,167.55,23.74,4.66,132.92,20.63,10.79,20.04,196.88,222.35,84.86,129.96,171.77,14.23,500.39
"1982-06-30",241.86,109.2,12.21,133.69,24.55,11.22,10.77,23.58,16.34,168.6,23.7,4.75,134.03,20.65,10.84,19.97,196.88,224.33,84.77,129.04,175.14,14.29,501.1
"1982-07-01",246.9,110.48,12.28,131.06,23.84,11.49,11.07,23.65,16.58,169.01,23.83,4.75,137.69,21.08,11.02,20.24,201.15,231.08,85.26,123.68,177.06,14.53,507.96
"1982-07-02",249.55,108.55,12.22,131.06,23.84,11.31,10.79,23.62,16.54,169.56,23.7,4.6,132.45,21.37,10.97,20.27,201.15,227.11,84.18,124.26,175.62,14.44,507.72
"1982-07-05",247.43,108.47,12.21,131.06,23.83,11.28,10.72,23.84,16.54,168.03,23.88,4.48,130.58,21.22,10.89,20.06,204.47,224.73,83.78,123.8,174.65,14.38,508.41
"1982-07-06",247.43,106.87,12.03,130.73,23.78,11.28,10.74,23.99,16.74,167.15,23.81,4.62,130.2,21.47,10.83,20.01,201.15,227.91,82.3,123.14,175.32,14.43,505.13
"1982-07-07",246.37,106.87,11.9,130.94,23.71,11.27,10.72,23.81,16.46,165.14,23.65,4.75,129.73,21.37,10.79,20.01,200.68,226.32,81.32,121.84,175.32,14.4,501.86
"1982-07-08",246.37,106.06,11.72,129.75,23.71,11.44,10.59,23.63,15.75,167.55,23.52,4.63,128.71,20.34,10.76,19.78,200.2,219.97,81.13,119.19,171.47,14.31,497.83
"1982-07-09",242.12,105.66,11.68,131.06,23.91,11.48,10.61,23.97,16.23,168.68,23.56,4.74,128.42,20.66,10.79,20,201.15,221.16,82.39,119.52,172.25,14.37,501.78
"1982-07-12",242.12,106.72,11.99,134.8,23.96,11.68,10.82,24.19,16.38,170.36,23.85,4.84,129.65,21.15,11.12,20.38,203.05,223.54,84.18,120.82,171.47,14.57,508.06
"1982-07-13",241.32,106.21,12.26,133.69,23.96,11.6,10.73,23.93,16.34,171.17,23.75,4.84,128.24,21.15,11.07,20.27,200.2,223.94,82.8,119.81,172.73,14.53,506.31
"1982-07-14",240,106.87,12.26,133.36,24.09,11.61,10.76,23.97,16.3,171.17,23.79,4.84,127.39,21.37,11.09,20.24,204,229.49,82.8,119.98,173.21,14.57,508.43
"1982-07-15",239.47,108.32,12.2,133.36,24.16,11.6,10.85,24.02,16.26,170.76,23.97,4.81,128.42,21.37,11.02,20.25,204.47,230.04,82.8,120.73,173.69,14.49,508.73
"1982-07-16",237.34,107.02,11.94,132.7,24.05,11.51,10.78,23.84,16.15,168.75,23.7,4.74,127.13,21.15,10.94,20.18,204,229.89,82.49,119.89,173.21,14.53,507.85
"1982-07-19",237.34,107.27,12,133.36,24.05,11.6,10.82,23.93,16.34,171.17,23.89,4.75,129.18,21.49,10.95,20.38,200.68,230.83,82.8,119.63,174.17,14.61,509.55
"1982-07-20",236.81,107.12,11.9,133.36,24.31,11.63,10.82,23.97,16.34,173.17,23.93,4.84,129.73,21.44,10.95,20.48,200.2,230.83,83.1,119.17,175.62,14.59,511.54
"1982-07-21",237.34,106.87,11.87,133.69,24.75,11.65,10.84,23.71,16.34,174.78,23.8,4.85,130.67,21.41,10.96,20.56,201.15,229.89,83.69,121.2,176.58,14.57,512.13
"1982-07-22",236.28,106.47,11.99,133.36,24.58,11.6,10.73,23.82,16.38,173.98,23.74,4.86,133.01,21.3,10.83,20.45,198.31,229.89,82.7,120.91,175.14,14.6,509.22
"1982-07-23",237.61,107.27,12.18,133.36,24.84,11.67,10.77,23.97,16.54,175.03,23.83,4.89,134.79,21.35,10.93,20.61,200.2,230.44,82.98,121.28,178.02,14.66,511.64
"1982-07-26",237.87,108.07,12.28,135.13,24.66,11.68,10.77,24.15,16.78,175.91,23.79,4.87,134.33,21.54,10.87,20.57,201.15,229.49,82.8,121.2,179.95,14.74,514.46
"1982-07-27",236.28,107.12,12.35,135,24.66,11.68,10.85,24.23,16.66,176.39,23.79,4.84,135.91,21.58,10.91,20.52,200.68,229.35,82.3,120.91,180.91,14.77,512.34
"1982-07-28",237.61,106.47,12.27,134.67,24.53,11.59,10.71,24.1,16.5,174.38,23.76,4.79,135.35,21.44,10.81,20.42,201.15,228.7,81.62,120.1,180.43,14.78,511.78
"1982-07-29",236.28,105.41,12.09,134.02,24.53,11.53,10.67,23.88,16.3,174.78,23.74,4.7,135.26,21.28,10.75,20.26,200.97,228.3,80.92,119.06,178.98,14.66,508.01
"1982-07-30",236.28,104.61,12.03,134.02,24.53,11.5,10.69,23.84,16.34,173.98,23.7,4.71,135.35,21.26,10.74,20.34,202.1,227.11,80.52,119.06,178.02,14.6,508.5
"1982-08-02",237.34,105.66,12.2,133.59,24.66,11.57,10.77,24.2,16.5,172.85,23.92,4.66,136.67,21.4,10.87,20.35,206.37,226.96,81.5,119.89,180.25,14.78,513.86
"1982-08-03",237.34,107.52,12.28,134.09,24.8,11.74,10.9,24.39,16.83,174.78,24.01,4.75,138.54,21.58,10.95,20.5,208.74,229.1,81.41,121.11,180.91,14.74,515.79
"1982-08-04",237.87,106.87,12.18,133.95,24.66,11.69,10.89,24.33,17.09,172.92,23.88,4.63,137.89,21.47,10.87,20.55,208.57,227.11,80.82,121.2,180.91,14.67,515.96
"1982-08-05",236.81,105.74,12.01,133.73,24.49,11.61,10.84,24.37,17.06,171.32,23.74,4.63,137.69,21.33,10.83,20.57,207.32,226.47,80.42,120.44,179.95,14.61,511.87
"1982-08-06",236.81,104.31,11.59,132.86,24.27,11.38,10.67,23.97,16.78,169.63,23.61,4.61,135.35,21.22,10.74,20.41,204.77,222.35,79.53,120.1,178.98,14.53,505.25
"1982-08-09",235.75,101.24,11.31,131.04,24.05,11.2,10.47,23.67,16.38,167.15,23.31,4.53,131.99,20.94,10.53,20.2,198.78,218.38,77.37,119.26,175.14,14.33,497
"1982-08-10",235.22,102.85,11.41,132.13,23.96,11.33,10.58,23.84,16.62,168.75,23.29,4.56,132.92,20.94,10.59,20.35,202.87,216.79,78.27,119.89,178.02,14.47,499.86
"1982-08-11",235.22,100.77,11.13,132.13,23.96,11.29,10.53,23.64,16.7,167.15,23.05,4.54,131.14,21.01,10.54,20.32,201.63,212.97,77.96,118.51,174.65,14.39,495.57
"1982-08-12",235.22,100.04,11.05,131.77,23.91,11.23,10.51,23.75,16.56,166.34,22.91,4.52,131.14,21.08,10.48,20.22,201.63,212.17,77.68,118.33,176.1,14.36,496.35
"1982-08-13",234.69,96.27,10.73,131.77,23.91,11.2,10.43,23.55,16.46,165.94,22.52,4.48,130.11,21,10.4,20.19,199.73,212.42,76.97,118.13,174.65,14.27,493.99
"1982-08-16",233.63,96.27,10.7,132.06,23.78,11.23,10.4,23.53,16.5,167.22,22.53,4.42,128.8,20.8,10.4,20.11,199.43,212.82,76.39,118.33,173.03,14.29,490.91
"1982-08-17",233.63,91.6,10.43,128.13,23.17,10.94,10.2,23.23,16.07,164.08,22.16,4.22,124.03,20.59,10.23,19.67,193.74,210.04,73.74,117.12,169.84,14.1,476.65
"1982-08-18",231.5,94.16,10.64,130.9,23.69,11.15,10.41,23.67,16.5,166.34,22.73,4.23,126.46,21.01,10.36,20.03,197.18,216.39,75.8,118.88,171.29,14.29,487.8
"1982-08-19",228.05,93.61,10.61,129.72,23.47,10.84,10.21,23.58,16.46,165.54,22.86,4.26,124.03,20.89,10.17,20.01,194.04,214.41,75.8,117.96,168.88,14.31,490.82
"1982-08-20",228.32,96.35,11.05,130.31,23.67,11.1,10.45,23.71,16.54,167.95,23.2,4.36,124.79,21.12,10.45,20.18,198.13,219.57,77.87,119.81,171.29,14.53,496.5
"1982-08-23",229.91,99.64,11.3,132.5,23.91,11.26,10.67,24.37,16.86,171.57,23.61,4.5,129.47,21.4,10.62,20.33,206.67,225.92,80.33,122.21,177.06,14.68,503.76
"1982-08-24",230.44,98.03,11.05,131.4,23.87,11.2,10.63,24.1,16.69,172.77,23.29,4.46,129.09,21.3,10.51,20.27,208.27,223.07,80.24,121.95,178.02,14.59,501.9
"1982-08-25",230.97,98.58,11.04,132.5,24.14,11.18,10.61,24.06,16.52,170.36,23.42,4.53,128.33,21.4,10.46,20.49,207.32,222.5,80.15,122.12,176.88,14.57,504.92
"1982-08-26",232.56,99.89,11.05,132.86,24.4,11.29,10.75,24.37,16.78,172.37,23.51,4.6,128.89,21.65,10.64,20.71,210.64,225.92,81.81,124.43,177.06,14.7,508.58
"1982-08-27",232.56,98.83,10.96,132.5,24.49,11.28,10.74,24.19,16.86,172.37,23.47,4.7,128.71,21.68,10.58,20.87,215.39,225.52,82.3,124.52,177.24,14.74,505.53
"1982-08-30",230.97,95.62,10.68,130.68,24.22,11,10.63,23.8,16.62,171.57,23.01,4.52,125.43,21.38,10.44,20.55,213.01,224.73,80.02,121.66,172.73,14.55,499.41
"1982-08-31",232.56,96.67,10.79,133.59,24.31,10.99,10.64,23.8,16.82,173.98,23.06,4.6,125.61,21.54,10.38,20.71,218.05,224.8,80.82,123.05,173.21,14.65,502.95
"1982-09-01",233.09,96.82,10.99,136.5,24.65,10.87,10.67,23.93,16.94,174.93,23.29,4.55,125.73,21.82,10.53,20.76,216.51,225.13,81.62,123.51,173.21,14.74,507.25
"1982-09-02",232.3,96.67,10.98,135.04,24.58,10.84,10.63,23.62,16.94,173.58,23.07,4.52,124.03,21.89,10.43,20.81,210.64,225.92,81.62,123.05,173.21,14.73,505.87
"1982-09-03",234.16,94.81,10.87,136.86,24.93,11.02,10.69,23.4,16.9,175.99,22.78,4.56,124.03,22.11,10.47,21.08,214.44,226.72,82.12,123.51,173.69,14.73,505.89
"1982-09-06",233.09,91.2,10.62,136.5,24.71,10.87,10.67,23.32,16.72,174.38,22.34,4.55,120.75,22.18,10.34,21.03,210.64,224.73,80.52,121.95,171.77,14.73,504.09
"1982-09-07",233.63,91.6,10.7,137.96,24.71,10.71,10.67,23.27,16.62,175.99,22.39,4.56,121.22,22.35,10.31,21.33,209.87,223.79,80.73,122.41,170.8,14.73,503.07
"1982-09-08",233.63,91.75,10.43,139.41,24.8,10.73,10.72,23.23,16.74,177.59,22.43,4.53,121.98,22.53,10.31,21.46,209.22,225.52,80.42,122.87,170.8,14.7,500.62
"1982-09-09",232.03,89.59,10.16,139.64,24.88,10.79,10.79,22.97,16.58,180.41,22.25,4.6,122.63,22.55,10.33,21.77,210.17,225.52,80.82,122.87,169.06,14.81,502.55
"1982-09-10",231.5,88.79,10.03,139.78,24.84,10.8,10.66,22.92,16.42,180.81,22.11,4.57,122.16,22.56,10.28,21.76,210.64,225.92,80.64,122.76,167.44,14.83,503.92
"1982-09-13",230.44,89.84,10.07,139.05,24.66,10.8,10.64,23.05,16.34,179.2,22.05,4.6,121.22,22.35,10.37,21.67,208.74,224.33,79.84,121.2,167.44,14.84,501.54
"1982-09-14",235.75,92.66,10.51,140.5,24.93,10.86,10.77,23.53,16.62,179.2,22.49,4.69,125.43,22.64,10.4,22.11,209.69,227.11,79.93,123.42,168.4,14.96,507.74
"1982-09-15",235.22,96.35,11,143.28,25.21,10.99,10.95,23.57,16.74,180.41,22.7,4.91,127.31,22.9,10.68,22.27,212.54,227.91,80.42,123.97,168.49,15.08,516.12
"1982-09-16",237.87,96.42,11.03,145.46,25.59,11.23,11.17,23.62,16.86,183.07,22.84,5.02,128.24,23.28,11.05,22.66,212.06,230.29,82.3,126.75,170.32,15.36,518.85
