"","ALLIANZ.HLDG.","COMMERZBANK","DRESDNER.BANK","BMW","SCHERING","BASF","BAYER","BAYERISCHE.VBK.","BAYER.HYPBK.","DEGUSSA","DEUTSCHE.BANK","CONTINENTAL","VOLKSWAGEN","DAIMLER.BENZ","HOECHST","SIEMENS","KARSTADT","LINDE","THYSSEN","MANNESMANN","MAN","RWE","INDEX"
"1977-04-25",184.09,157.33,20.5,116.59,23.06,16.67,14.45,21.34,18.83,184.76,24.34,7.09,137.75,20.1,14.43,23.1,342.53,158.48,123.39,164.99,160.83,13.42,546.47
"1977-04-26",183.65,156.18,20.42,116.59,22.92,16.65,14.36,21.19,18.76,184.47,24.3,6.91,137.25,19.93,14.33,23.05,337.31,155.99,123.52,163.14,159.97,13.41,538.55
"1977-04-27",184.09,155.42,20.42,119.75,23.13,16.7,14.37,21.19,18.73,184.76,24.09,7,139.51,20.07,14.38,23.05,338.73,158.26,123.3,163.61,160.4,13.51,543.27
"1977-04-28",184.96,155.8,20.5,121.21,23.69,16.75,14.41,21.23,18.81,185.5,24.22,7.13,141.18,20.2,14.43,23.19,339.68,160.26,124.19,163.61,162.12,13.54,548.48
"1977-04-29",183.65,155.42,20.35,123.48,23.78,16.76,14.44,20.67,18.76,185.73,24.14,7.1,142.86,20.64,14.44,23.36,339.68,160.97,125.86,164.07,163.57,13.62,551.94
"1977-05-02",184.09,156.25,20.51,123.39,24.02,16.88,14.52,20.64,18.76,186.97,24.37,7.11,145.79,20.67,14.63,23.36,339.68,161.46,121.24,164.99,163.41,13.66,553.32
"1977-05-03",184.09,157.33,20.68,123.63,24.02,16.96,14.65,20.66,18.83,185.87,24.53,7.07,150.82,20.67,14.72,23.49,338.73,161.33,120.93,163.61,163.41,13.6,554.1
"1977-05-04",183.21,155.8,20.5,123.39,23.9,16.77,14.47,20.41,18.79,184.4,24.3,6.72,147.47,20.5,14.53,23.25,333.04,159.55,118.28,161.76,158.25,13.56,550.08
"1977-05-05",180.58,154.35,20.33,120.96,23.62,16.5,14.36,20.19,18.56,182.19,23.99,6.77,144.11,20.19,14.33,22.75,331.14,158.13,114.64,159.46,156.1,13.33,541.23
"1977-05-06",180.58,155.18,19.63,121.69,23.58,16.58,14.36,20.23,18.69,182.56,23.97,6.81,145.11,20.36,14.33,22.75,329.24,159.55,115.01,160.38,157.55,13.48,544.2
"1977-05-09",181.46,155.56,19.72,122.42,23.66,16.62,14.44,20.23,18.69,182.19,23.9,6.91,148.98,20.53,14.36,22.88,328.3,160.62,115.63,160.38,159.11,13.38,545.88
"1977-05-10",181.46,155.42,19.72,122.86,23.78,16.67,14.41,20.3,18.69,181.45,23.93,6.81,151.24,20.44,14.49,23.1,329.72,161.33,115.81,159.92,162.12,13.45,549.3
"1977-05-11",181.9,149.69,19.89,124.12,24.06,16.83,14.55,20.38,18.76,184.03,24.31,7.1,158.02,20.5,14.62,23.18,332.57,162.04,116.89,160.84,163.84,13.41,551.12
"1977-05-12",181.9,149.24,19.72,123.39,23.94,16.61,14.37,20.23,18.83,184.17,23.52,7.12,155.92,20.49,14.48,22.97,330.37,160.97,116.4,155.77,161.69,13.21,545.1
"1977-05-13",181.9,149.24,19.72,123.39,23.94,16.61,14.37,20.23,18.83,184.17,23.52,7.12,155.92,20.49,14.48,22.97,330.37,160.97,116.4,155.77,161.69,13.21,541.71
"1977-05-16",181.24,145.49,19.28,120.72,23.86,16.26,14.11,19.82,17.9,183.52,23.11,6.96,152.91,20.22,14.21,22.53,324.97,154.7,114.52,147.94,155.67,13.05,535.39
"1977-05-17",181.9,145.49,19.29,120.96,23.78,16.36,14.07,19.85,17.9,182.92,23.06,7,153.33,20.27,14.23,22.65,328.77,156.7,115.63,150.07,160.4,13.17,541
"1977-05-18",181.9,146.33,19.54,123.79,24.06,16.59,14.23,20,17.97,182.69,23.16,7.1,157.1,20.47,14.32,22.84,331.62,158.13,116.62,152.08,162.12,13.28,544.35
"1977-05-19",181.9,146.33,19.54,123.79,24.06,16.59,14.23,20,17.97,182.69,23.16,7.1,157.1,20.47,14.32,22.84,331.62,158.13,116.62,152.08,162.12,13.28,544.35
"1977-05-20",180.58,144.73,19.33,123.35,24.14,16.65,14.21,20,18.03,182.69,22.77,7.24,156.76,20.44,14.3,22.81,333.99,159.55,116.4,151.62,161.69,13.19,543.53
"1977-05-23",180.8,143.2,19.07,122.18,24.5,16.5,14.07,19.78,17.87,182.69,22.5,7.34,155.5,20.39,14.19,22.78,334.94,158.26,115.23,149.32,160.83,13.06,541.64
"1977-05-24",179.7,143.58,19.02,121.93,24.5,16.37,13.97,19.82,17.77,182.19,22.39,7.53,153.75,20.22,14.14,22.59,334.94,158.48,112.86,147.94,156.53,12.97,536.28
"1977-05-25",179.48,144.34,19.11,121.45,25.22,16.46,14.02,19.99,17.7,182.56,22.41,7.7,155.01,20.27,14.22,22.62,336.84,159.91,114.15,151.16,159.97,13.04,541.41
"1977-05-26",180.58,143.58,18.98,121.21,24.82,16.38,13.97,19.89,17.64,182.92,22.32,7.67,154.74,20.27,14.11,22.58,336.84,161.69,113.84,150.24,161.42,13.03,541.45
"1977-05-27",181.9,144.42,19.11,121.78,24.9,16.47,14.03,19.85,17.7,187.34,22.41,7.48,155.43,20.44,14.32,22.61,337.78,163.69,115.01,151.16,163.14,13.17,544.43
"1977-05-30",181.9,144.42,19.11,121.78,24.9,16.47,14.03,19.85,17.7,187.34,22.41,7.48,155.43,20.44,14.32,22.61,337.78,163.69,115.01,151.16,163.14,13.17,544.43
"1977-05-31",181.9,143.96,18.94,121.93,24.5,16.36,13.94,19.93,17.74,187.71,22.4,7.3,154.74,20.43,14.2,22.49,334.94,162.27,114.43,150.24,161.42,13.07,539.89
"1977-06-01",181.24,143.72,18.86,121.4,24.5,16.32,13.92,19.78,17.67,184.03,22.28,7.34,154.74,20.3,14.19,22.43,331.91,161.69,113.84,147.3,161.69,13.03,535.72
"1977-06-02",177.51,141.82,18.76,118.53,24.02,16.12,13.74,19.71,17.7,184.03,22.08,7.16,150.82,20.1,14.04,22.06,326.87,159.19,112.86,144.25,159.54,12.93,531.19
"1977-06-03",179.7,141.91,18.76,118.78,23.86,16.08,13.71,19.64,17.6,184.03,22.07,7.19,150.4,20.04,14,21.97,327.35,159.55,112.55,145.63,158.95,12.93,531.67
"1977-06-06",181.9,143.34,18.86,119.02,24.26,16.2,13.82,19.78,17.57,184.63,22.23,7.19,152.99,19.99,14.18,22.3,332.09,162.4,113.26,149.78,159.11,12.97,535.87
"1977-06-07",181.02,142.51,18.72,118.53,24.09,15.98,13.65,19.48,17.6,182.19,22.11,6.99,150.4,19.99,13.98,22.1,332.09,161.33,112.67,147.01,157.82,12.92,531.3
"1977-06-08",181.02,142.13,18.72,118.29,24.1,15.98,13.68,19.48,17.44,181.82,22.11,7.02,150.14,20.04,13.23,22.19,331.14,161.11,112.77,147.01,158.09,12.91,533.53
"1977-06-09",181.02,142.13,18.72,118.29,24.1,15.98,13.68,19.48,17.44,181.82,22.11,7.02,150.14,20.04,13.23,22.19,331.14,161.11,112.77,147.01,158.09,12.91,533.53
"1977-06-10",181.46,142.67,18.77,117.8,24.26,16,13.7,19.48,17.54,181.68,22.11,7.1,150.4,19.99,13.33,22.36,330.67,162.4,112.55,147.48,160.4,12.95,532.78
"1977-06-13",181.02,143.06,18.81,117.08,24.57,16.05,13.7,19.45,17.44,182.42,22.12,7.1,149.98,20.03,13.38,22.64,331.14,162.4,112.86,147.94,159.11,12.97,533.38
"1977-06-14",180.8,143.13,18.86,117.56,24.83,16.2,13.81,19.56,17.44,184.26,22.13,7.15,150.24,20.04,13.5,22.79,328.3,163.82,114.34,149.32,159.54,12.93,536.1
"1977-06-15",181.46,143.82,18.89,118.78,24.9,16.32,13.97,19.78,17.44,186.24,22.24,7.15,150.82,20.02,13.59,22.88,326.4,166.32,115.32,150.7,163.25,12.99,539.78
"1977-06-16",181.68,143.06,18.72,118.29,24.5,16.23,13.92,19.56,17.37,186.97,22.2,7.16,152.23,19.93,13.5,22.8,325.45,165.47,114.52,150.24,163.68,13.05,535.8
"1977-06-17",181.68,143.06,18.72,118.29,24.5,16.23,13.92,19.56,17.37,186.97,22.2,7.16,152.23,19.93,13.5,22.8,325.45,165.47,114.52,150.24,162.98,13.05,535.8
"1977-06-20",181.46,142.44,18.63,117.8,23.38,16.1,13.86,19.48,17.31,186.24,22.05,7.07,150.97,19.99,13.36,22.75,324.5,165.47,114.15,148.57,161.69,13.08,532
"1977-06-21",178.39,142.44,18.59,117.47,23.38,16.02,13.78,19.48,17.31,184.76,22.01,7.02,149.3,19.9,13.28,22.71,323.55,164.54,113.35,147.48,161.26,12.99,528.4
"1977-06-22",179.7,142.36,18.63,117.8,23.46,16.01,13.73,19.47,17.24,184.83,22.12,6.96,147.73,19.96,13.2,22.7,324.97,163.82,112.46,146.55,161.53,12.99,529.85
"1977-06-23",181.02,142.96,18.76,117.56,23.62,15.92,13.67,19.45,17.31,184.76,22.16,7.05,148.72,19.96,13.25,22.78,327.35,163.11,112.95,147.94,161.69,13.09,529.51
"1977-06-24",180.14,142.05,18.67,117.52,23.45,14.98,13.52,19.35,17.24,182.92,22.11,6.91,145.79,19.96,13.14,22.6,323.37,163.82,112.55,146.64,160.83,13.09,526.42
"1977-06-27",179.7,142.05,18.67,117.56,23.61,15.18,13.55,19.37,17.18,182.92,22.04,6.76,145.37,19.99,13.23,22.66,320.71,162.4,112.46,146.55,159.11,13.04,525.9
"1977-06-28",180.58,142.05,18.7,118.49,23.78,15.31,13.66,19.41,17.18,182.56,22.08,6.86,146.37,20.04,13.3,22.84,324.5,162.53,113.04,146.73,161.26,13.09,528.17
"1977-06-29",179.7,142.44,18.76,118.09,23.69,15.21,13.69,19.45,17.11,182.19,22.16,6.79,145.95,20.03,13.24,22.85,324.03,161.69,112.86,146.09,159.97,13.05,524.71
"1977-06-30",179.7,142.82,18.85,118.53,23.52,15.2,13.15,19.45,17.11,181.15,22.08,6.81,145.03,20.04,13.28,22.62,323.55,160.62,113.04,145.63,159.97,13.17,524.86
"1977-07-01",180.58,143.2,18.98,120.48,24,15.47,13.44,19.48,17.18,183.29,22.2,6.82,148.57,20.16,13.4,22.92,324.5,161.69,113.04,147.48,162.12,13.17,528.95
"1977-07-04",181.46,145.56,19.24,122.33,24.22,15.59,13.58,19.78,17.24,182.92,22.58,6.92,151.24,20.36,13.51,23.1,326.4,162.53,113.66,149.32,164.27,13.2,534.05
"1977-07-05",184.53,147.78,19.59,122.51,24.22,15.72,13.51,20,17.51,184.03,22.86,7.05,153.83,20.47,13.48,23.11,322.6,165.6,116.31,151.16,167.71,13.19,538.1
"1977-07-06",186.28,146.87,19.46,123.15,24.14,15.57,13.41,19.82,17.44,182.92,22.82,7,150.82,20.47,13.39,23.01,322.78,163.82,114.92,149.03,165.21,13.09,534.87
"1977-07-07",186.72,146.25,19.33,122.71,23.99,15.48,13.32,19.71,17.37,182.56,22.74,6.92,149.4,19.96,13.38,23.07,321.65,163.82,114.03,141.02,165.56,13.13,530.59
"1977-07-08",184.53,147.4,19.49,118.53,24.21,15.62,13.39,19.85,17.44,182.92,22.94,6.92,150.32,20.01,13.46,23.33,322.6,164.89,114.83,141.66,167.28,13.16,534.2
"1977-07-11",179.7,147.47,19.43,117.8,24,15.58,13.33,19.93,17.44,181.82,22.87,6.86,148.57,19.93,13.38,23.33,324.32,164.54,114.43,141.66,167.63,13.13,531.97
"1977-07-12",181.02,147.4,19.5,117.96,24.05,15.63,13.36,20.08,17.44,181.82,22.94,6.83,148.57,19.96,13.38,23.36,323.17,165.83,115.63,141.95,166.85,13.13,533.6
"1977-07-13",181.02,147.47,19.54,115.62,24,15.64,13.39,20,17.51,182.56,23.02,6.83,148.57,19.87,13.33,23.53,325.92,165.6,116.31,141.2,166.42,13.14,534.68
"1977-07-14",178.61,146.78,19.46,115.62,23.94,15.59,13.35,20.13,17.57,182.63,22.9,6.8,147.13,19.86,13.28,23.36,327.82,165.25,116.31,140.74,166.42,13.17,534.09
"1977-07-15",180.58,147.02,19.47,115.86,23.91,15.58,13.39,20.08,17.57,183.66,22.9,6.78,147.13,19.98,13.33,23.53,324.03,165.96,116.31,140.56,166.42,13.25,534.83
"1977-07-18",181.9,146.64,19.41,115.62,23.88,15.53,13.35,20.09,17.51,184.03,22.81,6.72,145.37,19.96,13.24,23.4,325.45,166.32,116.12,137.62,165.13,13.37,532.41
"1977-07-19",184.09,147.33,19.47,114.65,23.83,15.49,13.35,20.12,17.44,184.7,22.83,6.72,144.38,19.93,13.22,23.42,326.22,165.96,115.81,138.26,165.13,13.51,531.97
"1977-07-20",185.4,147.09,19.45,114.4,24.09,15.58,13.38,19.97,17.44,184.76,22.81,6.73,145.03,19.96,13.23,23.44,327.35,166.67,116.31,138.17,165.13,13.48,532.34
"1977-07-21",184.09,146.25,19.36,114.89,23.91,15.49,13.28,19.93,17.37,182.19,22.65,6.67,143.43,19.93,13.15,23.27,325.63,165.6,116.12,135.03,161.69,13.37,529.25
"1977-07-22",181.9,146.25,19.41,115.04,23.91,15.47,13.28,19.93,17.37,183.29,22.62,6.71,143.77,19.87,13.19,23.24,324.5,166.45,116.4,135.95,163.41,13.48,531
"1977-07-25",183.21,145.87,19.33,114.07,23.96,15.44,13.23,19.71,17.34,182.56,22.53,6.62,143.28,19.73,13.15,23.18,324.5,165.6,116.31,136.7,162.12,13.47,529.66
"1977-07-26",183.21,145.25,19.33,112.7,23.79,15.47,13.29,19.65,17.34,182.19,22.53,6.73,142.86,19.79,13.16,23.21,325.45,165.96,115.91,135.87,160.83,13.64,529.36
"1977-07-27",181.68,144.8,19.37,113.28,23.78,15.36,13.24,19.59,17.34,181.45,22.39,6.73,144.19,19.67,13.15,23.12,325.45,167.03,115.51,135.78,159.97,13.77,528.43
"1977-07-28",182.33,144.03,19.33,113.28,23.78,15.33,13.15,19.67,17.34,180.35,22.21,6.67,143.7,19.48,13.07,23.03,323.37,167.03,115.01,134.57,159.97,13.75,527.91
"1977-07-29",182.33,145.11,19.41,115.04,23.77,15.44,13.22,19.52,17.37,179.68,22.22,6.7,145.37,19.53,13.11,23.13,328.77,166.67,114.43,135.32,160.13,13.97,530.33
"1977-08-01",183.21,146.02,19.5,116.35,23.87,15.55,13.28,19.59,17.37,178.21,22.32,6.91,145.87,19.64,13.23,23.3,329.72,166.67,115.32,136.24,160.83,14.27,534.05
"1977-08-02",186.28,149.62,19.81,119.02,23.96,15.72,13.47,19.89,17.51,179.61,22.65,7.08,149.3,19.83,13.38,23.4,332.09,168.1,117.29,138.26,163.41,14.25,539.59
"1977-08-03",185.84,149.83,19.89,119.9,23.96,15.69,13.52,20.44,17.64,182.19,22.93,7.05,148.3,19.81,13.38,23.43,337.78,169.66,117.29,138.72,163.84,14.11,539.41
"1977-08-04",187.16,151.74,20.07,120.23,23.96,15.72,13.54,20.82,17.97,182.19,23.11,7.08,149.98,19.7,13.38,23.55,339.68,169.88,116.99,138.26,163.84,14.11,541.15
"1977-08-05",188.03,153.89,20.33,120.23,24,15.75,13.57,20.9,18.1,184.03,23.43,7.11,149.56,19.63,13.46,23.6,341.58,170.23,118.59,138.72,165.83,14.23,544.57
"1977-08-08",188.47,154.66,20.29,120.96,23.87,15.74,13.61,20.97,18.13,184.4,23.46,7.11,148.88,19.67,13.43,23.79,343.48,171.66,118.19,138.72,165.99,14.23,546.17
"1977-08-09",188.47,154.03,20.23,123.02,23.78,15.66,13.47,20.86,17.97,184.1,23.47,7.11,148.04,19.67,13.33,24.03,345.38,171.3,117.79,138.81,165.99,14.13,543.46
"1977-08-10",188.47,153.51,20.16,123.86,23.64,15.57,13.44,20.82,18.1,184.03,23.36,6.96,145.37,19.62,13.33,23.93,344.43,171.66,116.8,138.89,164.27,14.05,541.41
"1977-08-11",190.22,155.04,20.37,124.42,23.74,15.71,13.51,21.12,18.1,185.5,23.57,7.07,147.47,19.7,13.38,24.07,347.27,173.22,117.79,141.02,166.85,14.11,546.03
"1977-08-12",190.66,157.33,20.5,126.1,23.65,15.71,13.53,21.45,18.3,187.64,23.85,7.1,149.98,19.64,13.37,24.22,347.75,174.86,118.28,146.73,168.57,14.17,549.41
"1977-08-15",190.66,156.25,20.5,126.28,23.6,15.77,13.55,21.49,18.36,187.64,23.86,7.07,150.14,19.96,13.43,24.29,346.8,176.78,120.44,149.32,169.43,14.22,552.5
"1977-08-16",189.79,155.04,20.37,125.54,23.34,15.74,13.57,21.45,18.3,187.57,23.72,7.01,150.14,20.16,13.39,24.2,344.43,176.64,119.94,146.55,168.14,14.23,552.24
"1977-08-17",190.22,156.56,20.55,124.7,23.34,15.92,13.73,21.68,18.46,188.45,24.09,7,150.97,20.19,13.56,24.31,344.43,176.64,120.74,147.94,167.71,14.33,553.76
"1977-08-18",190.66,157.33,20.66,123.96,22.99,15.92,13.75,21.75,18.5,190.52,24.51,7.05,150.56,20.04,13.57,24.24,345.85,176.29,123.7,147.48,168.14,14.35,554.1
"1977-08-19",190.22,153.51,20.24,123.58,22.9,15.34,13.34,21.49,18.36,188.45,24.05,6.92,149.14,19.93,13.16,24,342.53,174.15,120.25,144.71,165.56,14.23,551.79
"1977-08-22",189.79,155.66,20.42,123.35,22.9,15.59,13.49,21.57,18.36,191.02,24.27,7.09,150.06,20.13,13.38,23.96,341.58,175.22,121.24,144.71,167.71,14.35,546.1
"1977-08-23",190.66,155.35,20.42,123.35,23.25,15.23,13.26,21.42,18.3,189.92,24.07,6.91,149.56,20.04,13.17,24.05,345.38,174.51,122.71,146.09,165.56,14.3,547.51
"1977-08-24",190.22,154.66,20.37,123.3,23.52,15.25,13.32,21.45,18.36,187.71,24.06,6.92,150.14,20.07,13.17,24.09,347.75,174.86,123.02,146.09,166.42,14.33,549.41
"1977-08-25",190.66,155.04,20.37,122.74,23.85,15.19,13.29,21.57,18.36,187.71,24.01,7.14,149.64,20.07,13.17,24.13,346.8,174.51,122.41,144.71,166.42,14.35,549.26
"1977-08-26",190.66,155.11,20.29,120.5,23.61,15.08,13.25,21.53,18.36,187.71,24.06,7.22,148.3,19.96,13.07,24.01,346.5,174.86,122.41,143.79,165.56,14.33,546.51
"1977-08-29",189.79,153.89,20.2,119.37,23.56,14.87,13.18,21.34,18.23,184.76,23.94,6.96,146.78,19.88,13.03,23.83,343,173.8,121.24,141.48,163.41,14.29,542.57
"1977-08-30",189.35,153.65,20.22,121.34,23.43,14.84,13.2,21.23,18.36,184.03,23.93,7.03,147.88,19.9,13.05,23.8,342.53,174.15,121.33,141.11,162.55,14.19,541.53
"1977-08-31",190.22,153.27,20.11,119.94,23.24,14.79,13.16,21.16,18.17,183.29,23.72,6.96,145.79,19.67,13.01,23.7,340.63,172.37,121.24,138.26,161.26,14.23,540.93
"1977-09-01",190.22,154.27,20.37,122.18,23.52,14.83,13.37,21.27,18.23,184.76,24.01,7.23,149.22,19.81,13.1,23.93,346.32,172.37,123.02,137.34,164.7,14.33,544.72
"1977-09-02",190.22,155.04,20.37,122.46,23.61,14.82,13.42,21.49,18.23,186.24,24.05,7.31,153.17,19.87,13.03,24.01,348.22,175.58,123.21,141.95,167.28,14.31,546.43
"1977-09-05",191.54,156.18,20.5,123.02,23.69,14.97,13.49,21.6,18.3,187.71,24.09,7.36,155.84,20.04,13.17,24.22,349.94,175.22,122.53,142.23,167.71,14.32,549.45
"1977-09-06",191.54,156.56,20.5,123.3,23.69,15.01,13.54,21.57,18.43,189.92,24.13,7.39,156,20.1,13.14,24.19,349.64,175.58,123.02,142.87,167.28,14.35,552.27
"1977-09-07",192.85,156.18,20.46,123.86,23.17,14.98,13.47,21.57,18.36,189.18,24.18,7.29,156,20.13,13.14,24.15,352.49,174.86,123.7,144.54,167.71,14.27,549.11
"1977-09-08",192.85,155.42,20.37,124.03,22.73,14.95,13.45,21.42,18.36,189.18,24.04,7.22,155.01,20.07,13.05,24.07,354.86,174.57,123.52,143.79,165.99,14.31,546.66
"1977-09-09",192.85,153.13,20.11,123.3,22.51,14.88,13.33,21.27,18.17,186.24,23.81,7.15,152.75,19.99,12.98,23.95,350.59,173.08,122.22,141.95,163.84,14.23,542.31
"1977-09-12",192.63,152.75,20.2,123.86,22.81,14.88,13.31,21.34,18.1,184.76,23.74,7.07,153.49,19.96,13.01,23.87,351.54,172.37,121.73,140.85,162.98,14.19,543.46
"1977-09-13",192.5,154.66,20.5,125.26,22.81,14.99,13.37,21.42,18.36,186.97,23.98,7.1,156.42,20.1,13.14,23.93,353.74,174.15,122.53,141.95,164.27,14.26,546.51
"1977-09-14",192.85,156.18,20.5,125.26,22.68,14.98,13.37,21.53,18.36,186.24,23.97,7.15,158.44,20.2,13.09,23.92,353.62,174.86,123.02,145.8,164.27,14.27,545.43
"1977-09-15",194.61,155.8,20.5,125.54,22.68,14.89,13.31,21.42,18.43,186.24,23.99,7.35,159.46,20.27,12.95,24.02,353.91,175.58,121.91,146.09,164.7,14.23,547.29
"1977-09-16",194.17,155.42,20.54,125.54,22.64,14.83,13.28,21.27,18.5,185.5,23.97,7.26,160.79,20.22,12.97,23.95,355.25,173.8,121.24,146.09,162.55,14.22,544.8
"1977-09-19",192.85,153.89,20.45,124.14,22.42,14.75,13.11,20.9,18.3,183.29,23.72,7.15,158.78,19.99,12.91,23.83,352.49,172.37,119.85,145.17,162.12,14.09,540.37
"1977-09-20",192.85,153.37,20.37,123.58,22.24,14.69,13.06,20.71,18.23,182.56,23.6,7.19,158.51,19.93,12.83,23.75,351.84,171.66,119.36,144.25,161.85,14.04,536.91
"1977-09-21",192.85,153.2,20.33,123.4,22.33,14.65,13.07,20.82,18.23,182.19,23.61,6.81,158.02,19.87,12.81,23.63,351.16,172.37,119.26,144.16,162.12,14.04,536.06
"1977-09-22",192.85,151.84,20.07,122.18,22,14.49,12.97,20.67,18.17,182.19,23.39,6.76,156.26,19.82,12.76,23.49,346.32,171.3,117.6,142.87,160.83,13.93,533.64
"1977-09-23",192.85,152.13,20.11,121.9,22.11,14.56,13.04,20.82,18.13,181.96,23.44,6.79,157.18,19.82,12.87,23.66,346.5,170.95,116.8,142.41,160.83,13.96,537.4
"1977-09-26",193.73,152.6,20.14,122.84,22.11,14.66,13.13,20.9,18.17,183.29,23.47,6.79,156.52,19.7,12.92,23.62,347.27,171.66,116.62,142.69,161.69,13.94,534.46
"1977-09-27",192.85,152.89,20.16,123.02,22.42,14.75,13.17,20.93,18.17,184.03,23.6,6.86,158.44,19.84,13,23.71,349.17,172.86,116.99,143.62,161.26,14,538.25
"1977-09-28",194.61,154.51,20.33,122.74,22.59,14.69,13.13,21.3,18.3,185.64,23.74,6.84,160.19,19.86,12.93,23.74,352.02,173.8,116.99,143.79,162.55,14.07,542.57
"1977-09-29",195.04,155.56,20.36,124.42,22.81,14.67,13.28,21.55,18.36,185.87,23.99,6.86,162.55,19.87,12.96,23.92,352.97,174.51,117.79,145.63,161.69,14.13,542.05
"1977-09-30",194.83,155.73,20.25,124.98,22.99,14.64,13.29,21.68,18.43,187.71,24.14,6.78,161.03,19.99,12.9,24,355.81,174.51,117.79,144.71,163.41,14.23,541.26
"1977-10-03",195.04,155.04,20.29,123.86,22.64,14.51,13.23,21.57,18.43,186.24,24.01,6.63,161.29,19.82,12.85,23.82,352.49,174.51,115.91,142.87,160.83,14.08,538.66
"1977-10-04",197.67,156.18,20.34,124.98,22.73,14.62,13.29,21.9,18.56,188.81,24.22,6.58,161.71,19.9,12.95,23.92,352.49,174.51,116.8,144.88,162.39,14.15,542.98
"1977-10-05",197.24,158.16,20.55,124.98,22.47,14.67,13.33,21.86,18.56,188.45,24.47,6.67,163.8,19.98,13.03,23.86,350.12,172.37,116.99,144.71,162.98,14.15,542.94
"1977-10-06",199.43,158.55,20.64,125.82,22.46,14.79,13.39,22.16,18.79,188.81,24.51,6.57,165.74,19.96,13.06,24.03,351.07,171.66,117.29,145.63,163.14,14.19,546.43
"1977-10-07",201.62,159.62,20.64,126.38,22.46,14.88,13.46,22.16,18.69,189.78,24.47,6.54,166.16,19.99,13.16,24.24,354.86,172.37,117.29,145.63,162.71,14.18,546.99
"1977-10-10",206,161.39,20.85,126.66,22.46,14.93,13.5,22.53,18.89,189.92,24.71,6.52,167.99,19.99,13.17,24.57,357.53,170.59,116.49,145.63,161.69,14.15,549.37
"1977-10-11",210.39,163.82,20.94,126.94,22.55,15.03,13.57,22.61,19.03,191.39,25.04,6.52,168.07,20.04,13.28,24.7,359.61,171.3,118.77,147.19,164.7,14.23,554.06
"1977-10-12",211.7,163.37,20.95,126.1,22.51,15.13,13.63,22.69,19.03,188.45,25.05,6.61,167.84,20.04,13.38,24.61,360.08,169.52,119.26,146.84,164.97,14.27,552.94
"1977-10-13",206,161.22,20.9,125.82,22.46,15.08,13.63,22.53,18.96,186.24,24.84,6.53,166.82,19.99,13.28,24.44,356.94,169.88,118.46,146.09,164.27,14.3,548.93
"1977-10-14",206.44,160.24,20.77,126,22.37,15.03,13.63,22.35,18.89,186.97,24.62,6.57,166.82,19.99,13.28,24.39,357.71,169.52,117.11,144.25,162.98,14.19,549.37
"1977-10-17",206,161.15,20.77,126.05,22.46,15.03,13.63,22.46,18.96,186.97,24.63,6.67,168.67,20,13.28,24.48,356.76,168.88,116.31,143.79,162.82,14.27,548.63
"1977-10-18",208.19,163.58,20.92,126.94,22.55,15.16,13.74,22.57,19.06,187.71,24.79,6.66,169.83,20.3,13.4,24.71,358.66,170.95,115.91,144.71,164.27,14.27,554.17
"1977-10-19",208.63,164.06,20.94,126.38,22.55,15.01,13.6,22.53,19.09,186.24,24.75,6.73,170.35,20.3,13.28,24.77,359.43,170.95,115.14,144.71,163.41,14.25,552.65
"1977-10-20",208.19,163.29,20.89,126.66,22.33,14.94,13.57,22.35,19.03,186.24,24.7,6.62,171.5,20.36,13.23,24.76,360.08,170.95,114.43,143.79,163.41,14.22,552.13
"1977-10-21",208.19,163.37,20.83,126.94,22.29,14.79,13.47,22.46,19.09,189.92,24.57,6.62,171.5,20.3,13.14,24.7,364.35,170.23,114.34,144.08,163.84,14.31,552.53
"1977-10-24",206.88,161.53,20.68,126.38,22.07,14.61,13.3,22.16,18.89,186.24,24.23,6.44,172.34,20.22,13.05,24.57,359.13,168.88,112.46,140.56,161.69,14.23,551.53
"1977-10-25",207.32,162.75,20.68,126.66,22.11,14.62,13.36,22.35,19.03,189.18,24.49,6.49,173.86,20.36,13.06,24.65,361.68,169.52,113.17,141.95,161.85,14.25,547.48
"1977-10-26",206.88,161.53,20.68,126.38,22.07,14.61,13.3,22.16,18.89,186.24,24.23,6.44,172.34,20.22,13.05,24.57,359.13,168.88,112.46,140.56,161.69,14.23,546.92
"1977-10-27",208.63,162.53,20.68,126.49,22.11,14.62,13.31,22.31,19.03,187.71,24.34,6.44,173.1,20.22,13.05,24.78,358.66,168.45,112.18,142.87,162.55,14.31,550.49
"1977-10-28",209.95,164.2,20.85,130.3,22.99,14.58,13.26,22.68,19.09,187.71,24.46,6.52,173.1,20.33,13.03,25.11,358.66,168.23,112.36,144.54,161.69,14.32,551.34
"1977-10-31",209.07,165.11,20.94,130.08,22.77,14.6,13.26,22.87,19.22,187.71,24.62,6.53,173.52,20.39,13.05,25.32,357.71,168.1,112.67,145.63,161.26,14.38,554.25
"1977-11-01",209.07,166.04,21.04,132.27,22.81,14.61,13.31,23.02,19.29,187.78,24.84,6.55,176.71,20.56,13.05,25.4,359.61,170.95,113.54,148.86,163.41,14.39,556.37
"1977-11-02",208.63,165.73,20.94,135.91,22.64,14.61,13.32,22.99,19.36,188.81,24.79,6.57,178.62,20.84,13.08,25.39,356.76,170.95,113.35,148.48,162.55,14.44,557.03
